b,a,la,lb
<http://bk.sport.owl#eric-dier>,<http://bk.sport.owl#manuel-neuer>,"Manuel Neuer"@en,"Eric Dier"@en
<http://bk.sport.owl#eric-dier>,<http://bk.sport.owl#manuel-neuer>,"Manuel Neuer"@en,"Dier"
<http://bk.sport.owl#eric-dier>,<http://bk.sport.owl#manuel-neuer>,"Neuer","eric dier"@en
<http://bk.sport.owl#eric-dier>,<http://bk.sport.owl#manuel-neuer>,"Neuer","Eric Dier"@en
<http://bk.sport.owl#eric-dier>,<http://bk.sport.owl#manuel-neuer>,"Neuer","Dier"
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#westham>,"West Ham"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#jordan-ayew>,"jordan ayew"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#jordan-ayew>,"Jordan Ayew"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#jordan-ayew>,"Ayew","Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#swansea-city>,"Swansea City"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#gylfi-sigurdsson>,"Gylfi Sigurdsson"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#gylfi-sigurdsson>,"gylfi sigurdsson"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#gylfi-sigurdsson>,"Sigurdsson","Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#sam-byram>,"Sam Byram"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#cheikhou-kouyate>,"cheikhou kouyate"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#lukasz-fabianski>,"lukasz fabianski"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#lukasz-fabianski>,"Lukasz Fabianski"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#lukasz-fabianski>,"Fabianski","Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#andre-ayew>,"andre ayew"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#swansea-city-fc>,"Swansea City"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#westham-fc>,"West Ham"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#robert-snodgrass>,"robert snodgrass"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#robert-snodgrass>,"Robert Snodgrass"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#manuel-lanzini>,"manuel lanzini"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#manuel-lanzini>,"Manuel Lanzini"@en,"Hammers"@en
<http://bk.sport.owl#hammers>,<http://bk.sport.owl#manuel-lanzini>,"Lanzini","Hammers"@en
<http://bk.sport.owl#west-bromwich-albion>,<http://bk.sport.owl#west-bromwich-albion>,"West Bromwich Albion"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#west-bromwich-albion>,<http://bk.sport.owl#bournemouth>,"Bournemouth"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#southampton-fc>,<http://bk.sport.owl#newcastle-fc>,"Newcastle"@en,"Southampton"@en
<http://bk.sport.owl#ross-mccormack>,<http://bk.sport.owl#ben-amos>,"Ben Amos"@en,"ross mccormack"@en
<http://bk.sport.owl#ross-mccormack>,<http://bk.sport.owl#ben-amos>,"Ben Amos"@en,"Ross McCormack"@en
<http://bk.sport.owl#ross-mccormack>,<http://bk.sport.owl#derik-osede>,"Derik Osede"@en,"ross mccormack"@en
<http://bk.sport.owl#ross-mccormack>,<http://bk.sport.owl#derik-osede>,"Derik Osede"@en,"Ross McCormack"@en
<http://bk.sport.owl#ross-mccormack>,<http://bk.sport.owl#oscar-threlkeld>,"Oscar Threlkeld"@en,"ross mccormack"@en
<http://bk.sport.owl#ross-mccormack>,<http://bk.sport.owl#oscar-threlkeld>,"Oscar Threlkeld"@en,"Ross McCormack"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#jordan-ayew>,"jordan ayew"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#jordan-ayew>,"Jordan Ayew"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#jordan-ayew>,"Ayew","Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#gylfi-sigurdsson>,"Gylfi Sigurdsson"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#gylfi-sigurdsson>,"gylfi sigurdsson"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#gylfi-sigurdsson>,"Sigurdsson","Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#sam-byram>,"Sam Byram"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#cheikhou-kouyate>,"cheikhou kouyate"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#lukasz-fabianski>,"lukasz fabianski"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#lukasz-fabianski>,"Lukasz Fabianski"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#lukasz-fabianski>,"Fabianski","Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#andre-ayew>,"andre ayew"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#swansea-city-fc>,"Swansea City"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#westham-fc>,"West Ham"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#robert-snodgrass>,"robert snodgrass"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#robert-snodgrass>,"Robert Snodgrass"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#manuel-lanzini>,"manuel lanzini"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#manuel-lanzini>,"Manuel Lanzini"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city-fc>,<http://bk.sport.owl#manuel-lanzini>,"Lanzini","Swansea City"@en
<http://bk.sport.owl#la-liga>,<http://bk.sport.owl#sevilla>,"Sevilla FC"@en,"La Liga"@en
<http://bk.sport.owl#la-liga>,<http://bk.sport.owl#sevilla>,"Sevilla"@en,"La Liga"@en
<http://bk.sport.owl#bolton-fc>,<http://bk.sport.owl#ben-amos>,"Ben Amos"@en,"PortoBolton"@en
<http://bk.sport.owl#bolton-fc>,<http://bk.sport.owl#derik-osede>,"Derik Osede"@en,"PortoBolton"@en
<http://bk.sport.owl#bolton-fc>,<http://bk.sport.owl#oscar-threlkeld>,"Oscar Threlkeld"@en,"PortoBolton"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#marco-reus>,"Marco Reus"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#marco-reus>,"Marco Reus"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#marco-reus>,"Marco Reus"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#marco-reus>,"marco reus"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#marco-reus>,"marco reus"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#marco-reus>,"marco reus"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#marco-reus>,"Reus","David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#marco-reus>,"Reus","david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#marco-reus>,"Reus","Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#rb-leipzig>,"RB Leipzig"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#rb-leipzig>,"RB Leipzig"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#rb-leipzig>,"RB Leipzig"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#yuya-osako>,"Yuya Osako"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#yuya-osako>,"Yuya Osako"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#yuya-osako>,"Yuya Osako"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#yuya-osako>,"yuya osako"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#yuya-osako>,"yuya osako"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#yuya-osako>,"yuya osako"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#yuya-osako>,"Osako","David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#yuya-osako>,"Osako","david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#yuya-osako>,"Osako","Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#borussia-dortmund>,"Borussia Dortmund"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#fc-bayern-munich-fc>,"FC Bayern Munich"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#fc-bayern-munich-fc>,"FC Bayern Munich"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#fc-bayern-munich-fc>,"FC Bayern Munich"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#fc-bayern-munich>,"FC Bayern Munich"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#fc-bayern-munich>,"FC Bayern Munich"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#fc-bayern-munich>,"FC Bayern Munich"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#raphael-guerreiro>,"raphael guerreiro"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#stefan-bell>,"Bell","David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#stefan-bell>,"Bell","david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#stefan-bell>,"Bell","Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#sokratis>,"sokratis"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#sokratis>,"sokratis"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#sokratis>,"sokratis"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#sokratis>,"Sokratis"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#sokratis>,"Sokratis"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#sokratis>,"Sokratis"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#sokratis>,"Sokratis","David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#sokratis>,"Sokratis","david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#sokratis>,"Sokratis","Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#thomas>,"Thomas"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#thomas>,"Thomas"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#thomas>,"Thomas"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#thomas>,"thomas"@en,"David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#thomas>,"thomas"@en,"david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#thomas>,"thomas"@en,"Alaba"
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#thomas>,"Thomas","David Alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#thomas>,"Thomas","david alaba"@en
<http://bk.sport.owl#david-alaba>,<http://bk.sport.owl#thomas>,"Thomas","Alaba"
